Block Group,Census Tract,County,Estimated Population,Median Age,Median Household Income,Female:!!Service occupations:!!Food preparation and serving related occupations,"$100,000 to $124,999",State Code,County Code,Block Group Code
Block Group 4,Census Tract 649.02,Brevard County,2042,37.4,27898,,,12,009,064902
Block Group 1,Census Tract 650.01,Brevard County,1540,35.8,68750,,,12,009,065001
Block Group 2,Census Tract 650.01,Brevard County,2033,35.9,111646,,,12,009,065001
Block Group 1,Census Tract 650.22,Brevard County,2537,46.3,58000,,,12,009,065022
Block Group 2,Census Tract 650.22,Brevard County,1075,34.6,76360,,,12,009,065022
Block Group 3,Census Tract 650.22,Brevard County,2295,37.7,119583,,,12,009,065022
Block Group 1,Census Tract 650.23,Brevard County,608,67.0,66399,,,12,009,065023
Block Group 2,Census Tract 650.23,Brevard County,3042,33.7,66778,,,12,009,065023
Block Group 1,Census Tract 650.24,Brevard County,2140,56.4,69182,,,12,009,065024
Block Group 2,Census Tract 650.24,Brevard County,2414,35.1,100650,,,12,009,065024
Block Group 3,Census Tract 650.24,Brevard County,2624,34.3,115268,,,12,009,065024
Block Group 1,Census Tract 650.25,Brevard County,1776,40.7,49948,,,12,009,065025
Block Group 1,Census Tract 651.23,Brevard County,1236,24.7,26783,,,12,009,065123
Block Group 2,Census Tract 651.23,Brevard County,1110,59.6,37378,,,12,009,065123
Block Group 3,Census Tract 651.23,Brevard County,573,47.3,55391,,,12,009,065123
Block Group 4,Census Tract 651.23,Brevard County,1317,38.7,101250,,,12,009,065123
Block Group 1,Census Tract 651.24,Brevard County,1343,44.2,23542,,,12,009,065124
Block Group 2,Census Tract 651.24,Brevard County,1123,42.0,44583,,,12,009,065124
Block Group 1,Census Tract 651.26,Brevard County,487,69.0,36818,,,12,009,065126
Block Group 2,Census Tract 651.26,Brevard County,798,57.7,46838,,,12,009,065126
Block Group 3,Census Tract 651.26,Brevard County,311,49.5,41324,,,12,009,065126
Block Group 4,Census Tract 651.26,Brevard County,1417,39.2,44183,,,12,009,065126
Block Group 1,Census Tract 651.27,Brevard County,1009,75.1,30025,,,12,009,065127
Block Group 2,Census Tract 651.27,Brevard County,2868,41.7,77250,,,12,009,065127
Block Group 1,Census Tract 651.28,Brevard County,1391,34.6,21046,,,12,009,065128
Block Group 2,Census Tract 651.28,Brevard County,2135,34.3,35674,,,12,009,065128
Block Group 1,Census Tract 651.29,Brevard County,894,34.8,49292,,,12,009,065129
Block Group 2,Census Tract 651.29,Brevard County,1869,43.9,60081,,,12,009,065129
Block Group 3,Census Tract 651.29,Brevard County,1596,58.5,46944,,,12,009,065129
Block Group 1,Census Tract 651.30,Brevard County,2027,43.7,63092,,,12,009,065130
Block Group 2,Census Tract 651.30,Brevard County,1334,46.8,61786,,,12,009,065130
Block Group 1,Census Tract 651.31,Brevard County,942,46.4,48875,,,12,009,065131
Block Group 2,Census Tract 651.31,Brevard County,516,58.0,61618,,,12,009,065131
Block Group 3,Census Tract 651.31,Brevard County,1020,26.5,58250,,,12,009,065131
Block Group 4,Census Tract 651.31,Brevard County,615,44.2,47500,,,12,009,065131
Block Group 1,Census Tract 652.01,Brevard County,1660,59.1,54728,,,12,009,065201
Block Group 2,Census Tract 652.01,Brevard County,1690,36.7,51929,,,12,009,065201
Block Group 3,Census Tract 652.01,Brevard County,1217,48.4,47180,,,12,009,065201
Block Group 4,Census Tract 652.01,Brevard County,1514,34.9,52106,,,12,009,065201
Block Group 1,Census Tract 652.02,Brevard County,1508,55.6,72174,,,12,009,065202
Block Group 2,Census Tract 652.02,Brevard County,3446,50.8,54667,,,12,009,065202
Block Group 3,Census Tract 652.02,Brevard County,562,60.8,49167,,,12,009,065202
Block Group 4,Census Tract 652.02,Brevard County,494,53.5,-666666666,,,12,009,065202
Block Group 1,Census Tract 652.31,Brevard County,2221,55.2,91659,,,12,009,065231
Block Group 2,Census Tract 652.31,Brevard County,2099,52.5,80341,,,12,009,065231
Block Group 3,Census Tract 652.31,Brevard County,1426,55.7,52292,,,12,009,065231
Block Group 1,Census Tract 652.36,Brevard County,1749,59.4,88750,,,12,009,065236
Block Group 1,Census Tract 652.37,Brevard County,648,68.3,44792,,,12,009,065237
Block Group 2,Census Tract 652.37,Brevard County,536,60.7,43162,,,12,009,065237
Block Group 3,Census Tract 652.37,Brevard County,1927,72.2,52672,,,12,009,065237
Block Group 1,Census Tract 652.38,Brevard County,421,69.1,-666666666,,,12,009,065238
Block Group 1,Census Tract 652.39,Brevard County,526,66.1,30556,,,12,009,065239
Block Group 2,Census Tract 652.39,Brevard County,2594,67.4,45186,,,12,009,065239
Block Group 1,Census Tract 652.40,Brevard County,1193,71.5,46250,,,12,009,065240
Block Group 2,Census Tract 652.40,Brevard County,914,65.7,34784,,,12,009,065240
Block Group 1,Census Tract 661.01,Brevard County,1407,47.3,63424,,,12,009,066101
Block Group 2,Census Tract 661.01,Brevard County,562,65.3,51818,,,12,009,066101
Block Group 3,Census Tract 661.01,Brevard County,845,47.7,80250,,,12,009,066101
Block Group 4,Census Tract 661.01,Brevard County,1533,58.7,124688,,,12,009,066101
Block Group 1,Census Tract 661.03,Brevard County,1411,63.8,59421,,,12,009,066103
Block Group 2,Census Tract 661.03,Brevard County,1128,69.2,51715,,,12,009,066103
Block Group 1,Census Tract 661.04,Brevard County,1288,61.0,96042,,,12,009,066104
Block Group 2,Census Tract 661.04,Brevard County,3640,63.9,90994,,,12,009,066104
Block Group 1,Census Tract 662,Brevard County,795,46.7,87875,,,12,009,066200
Block Group 2,Census Tract 662,Brevard County,1071,55.3,51500,,,12,009,066200
Block Group 3,Census Tract 662,Brevard County,957,47.8,142639,,,12,009,066200
Block Group 1,Census Tract 663.01,Brevard County,2440,58.3,92953,,,12,009,066301
Block Group 2,Census Tract 663.01,Brevard County,1787,57.7,65859,,,12,009,066301
Block Group 3,Census Tract 663.01,Brevard County,2113,52.0,89125,,,12,009,066301
Block Group 1,Census Tract 663.02,Brevard County,954,39.7,105573,,,12,009,066302
Block Group 2,Census Tract 663.02,Brevard County,3087,45.9,91302,,,12,009,066302
Block Group 3,Census Tract 663.02,Brevard County,1376,54.2,126389,,,12,009,066302
Block Group 1,Census Tract 664,Brevard County,1202,41.3,123452,,,12,009,066400
Block Group 2,Census Tract 664,Brevard County,2133,36.5,57756,,,12,009,066400
Block Group 3,Census Tract 664,Brevard County,1318,56.5,64448,,,12,009,066400
Block Group 4,Census Tract 664,Brevard County,623,64.3,65000,,,12,009,066400
Block Group 1,Census Tract 665,Brevard County,1461,50.2,77426,,,12,009,066500
Block Group 2,Census Tract 665,Brevard County,2441,53.6,73203,,,12,009,066500
Block Group 1,Census Tract 666,Brevard County,2989,44.1,95817,,,12,009,066600
Block Group 2,Census Tract 666,Brevard County,1538,45.5,100278,,,12,009,066600
Block Group 1,Census Tract 667,Brevard County,2510,35.4,86790,,,12,009,066700
Block Group 2,Census Tract 667,Brevard County,1341,48.1,81719,,,12,009,066700
Block Group 3,Census Tract 667,Brevard County,1293,48.3,82432,,,12,009,066700
Block Group 1,Census Tract 668,Brevard County,1620,32.2,88403,,,12,009,066800
Block Group 1,Census Tract 669,Brevard County,927,52.4,169176,,,12,009,066900
Block Group 2,Census Tract 669,Brevard County,1103,55.8,67574,,,12,009,066900
Block Group 3,Census Tract 669,Brevard County,2122,56.7,58860,,,12,009,066900
Block Group 4,Census Tract 669,Brevard County,1351,66.4,48125,,,12,009,066900
Block Group 5,Census Tract 669,Brevard County,1352,42.6,70341,,,12,009,066900
Block Group 1,Census Tract 671,Brevard County,1609,25.3,66250,,,12,009,067100
Block Group 1,Census Tract 681.01,Brevard County,1576,42.6,50060,,,12,009,068101
Block Group 2,Census Tract 681.01,Brevard County,1710,59.0,91724,,,12,009,068101
Block Group 1,Census Tract 681.02,Brevard County,1944,57.7,115924,,,12,009,068102
Block Group 2,Census Tract 681.02,Brevard County,363,65.4,75625,,,12,009,068102
Block Group 1,Census Tract 684,Brevard County,1312,55.7,71682,,,12,009,068400
Block Group 2,Census Tract 684,Brevard County,542,57.7,74808,,,12,009,068400
Block Group 1,Census Tract 685.01,Brevard County,1004,56.4,65694,,,12,009,068501
Block Group 2,Census Tract 685.01,Brevard County,1297,55.3,79500,,,12,009,068501
Block Group 1,Census Tract 685.02,Brevard County,746,49.9,50313,,,12,009,068502
Block Group 2,Census Tract 685.02,Brevard County,1240,52.1,53295,,,12,009,068502
Block Group 3,Census Tract 685.02,Brevard County,319,63.1,64167,,,12,009,068502
Block Group 1,Census Tract 686.01,Brevard County,2212,61.7,56802,,,12,009,068601
Block Group 1,Census Tract 686.03,Brevard County,1123,55.2,45148,,,12,009,068603
Block Group 2,Census Tract 686.03,Brevard County,483,62.4,53813,,,12,009,068603
Block Group 1,Census Tract 686.04,Brevard County,1044,56.8,69351,,,12,009,068604
Block Group 2,Census Tract 686.04,Brevard County,1098,71.9,70694,,,12,009,068604
Block Group 1,Census Tract 691,Brevard County,566,61.4,111250,,,12,009,069100
Block Group 2,Census Tract 691,Brevard County,1098,47.8,73571,,,12,009,069100
Block Group 3,Census Tract 691,Brevard County,1110,48.6,105750,,,12,009,069100
Block Group 4,Census Tract 691,Brevard County,1808,51.1,105306,,,12,009,069100
Block Group 1,Census Tract 692,Brevard County,1109,53.9,62028,,,12,009,069200
Block Group 2,Census Tract 692,Brevard County,1326,50.1,50729,,,12,009,069200
Block Group 1,Census Tract 693,Brevard County,1259,51.9,68594,,,12,009,069300
Block Group 2,Census Tract 693,Brevard County,1712,58.3,102054,,,12,009,069300
Block Group 1,Census Tract 694,Brevard County,1098,57.9,63036,,,12,009,069400
Block Group 2,Census Tract 694,Brevard County,2321,49.6,144519,,,12,009,069400
Block Group 3,Census Tract 694,Brevard County,3189,54.0,136032,,,12,009,069400
Block Group 1,Census Tract 697,Brevard County,1257,43.5,86429,,,12,009,069700
Block Group 2,Census Tract 697,Brevard County,1093,41.1,44000,,,12,009,069700
Block Group 1,Census Tract 698.01,Brevard County,1990,52.5,96211,,,12,009,069801
Block Group 2,Census Tract 698.01,Brevard County,1773,56.1,89866,,,12,009,069801
Block Group 1,Census Tract 698.02,Brevard County,864,45.9,43255,,,12,009,069802
Block Group 2,Census Tract 698.02,Brevard County,830,41.6,42422,,,12,009,069802
Block Group 3,Census Tract 698.02,Brevard County,1225,57.4,75875,,,12,009,069802
Block Group 4,Census Tract 698.02,Brevard County,1616,32.3,86089,,,12,009,069802
Block Group 1,Census Tract 699.03,Brevard County,1461,44.5,116676,,,12,009,069903
Block Group 2,Census Tract 699.03,Brevard County,1391,51.2,62393,,,12,009,069903
Block Group 1,Census Tract 699.04,Brevard County,1236,61.1,113906,,,12,009,069904
Block Group 2,Census Tract 699.04,Brevard County,835,52.0,78438,,,12,009,069904
Block Group 3,Census Tract 699.04,Brevard County,1147,43.9,66328,,,12,009,069904
Block Group 4,Census Tract 699.04,Brevard County,2359,51.2,121087,,,12,009,069904
Block Group 1,Census Tract 699.05,Brevard County,0,-666666666.0,-666666666,,,12,009,069905
Block Group 1,Census Tract 699.06,Brevard County,1724,35.3,27083,,,12,009,069906
Block Group 1,Census Tract 699.07,Brevard County,1481,43.2,61071,,,12,009,069907
Block Group 2,Census Tract 699.07,Brevard County,1261,61.3,70703,,,12,009,069907
Block Group 1,Census Tract 711,Brevard County,2572,50.3,87136,,,12,009,071100
Block Group 2,Census Tract 711,Brevard County,1642,72.2,64107,,,12,009,071100
Block Group 1,Census Tract 712.01,Brevard County,4910,41.3,68616,,,12,009,071201
Block Group 2,Census Tract 712.01,Brevard County,2741,72.3,63210,,,12,009,071201
Block Group 1,Census Tract 712.02,Brevard County,683,60.7,-666666666,,,12,009,071202
Block Group 2,Census Tract 712.02,Brevard County,1060,37.1,152185,,,12,009,071202
Block Group 1,Census Tract 712.03,Brevard County,1285,39.8,-666666666,,,12,009,071203
Block Group 2,Census Tract 712.03,Brevard County,2059,39.1,92015,,,12,009,071203
Block Group 3,Census Tract 712.03,Brevard County,773,22.1,140521,,,12,009,071203
Block Group 1,Census Tract 712.04,Brevard County,127,-666666666.0,-666666666,,,12,009,071204
Block Group 1,Census Tract 712.05,Brevard County,2427,41.2,123667,,,12,009,071205
Block Group 2,Census Tract 712.05,Brevard County,1896,60.2,138911,,,12,009,071205
Block Group 3,Census Tract 712.05,Brevard County,1395,42.7,88426,,,12,009,071205
Block Group 4,Census Tract 712.05,Brevard County,0,-666666666.0,-666666666,,,12,009,071205
Block Group 1,Census Tract 713.35,Brevard County,1806,45.6,68068,,,12,009,071335
Block Group 2,Census Tract 713.35,Brevard County,2377,53.1,95478,,,12,009,071335
Block Group 3,Census Tract 713.35,Brevard County,1051,57.1,57132,,,12,009,071335
Block Group 1,Census Tract 713.37,Brevard County,1611,41.0,97356,,,12,009,071337
Block Group 2,Census Tract 713.37,Brevard County,2260,47.0,57328,,,12,009,071337
Block Group 3,Census Tract 713.37,Brevard County,1455,45.6,53689,,,12,009,071337
Block Group 4,Census Tract 713.37,Brevard County,2300,39.8,59745,,,12,009,071337
Block Group 1,Census Tract 713.39,Brevard County,4060,32.4,68971,,,12,009,071339
Block Group 2,Census Tract 713.39,Brevard County,1858,35.5,73634,,,12,009,071339
Block Group 3,Census Tract 713.39,Brevard County,2339,44.4,55649,,,12,009,071339
Block Group 1,Census Tract 713.41,Brevard County,1061,48.1,36582,,,12,009,071341
Block Group 2,Census Tract 713.41,Brevard County,2019,40.9,51103,,,12,009,071341
Block Group 3,Census Tract 713.41,Brevard County,2428,40.7,39423,,,12,009,071341
Block Group 1,Census Tract 713.42,Brevard County,1292,34.7,56250,,,12,009,071342
Block Group 2,Census Tract 713.42,Brevard County,3112,40.0,46286,,,12,009,071342
Block Group 1,Census Tract 713.43,Brevard County,2435,45.8,52386,,,12,009,071343
Block Group 2,Census Tract 713.43,Brevard County,2892,37.8,76467,,,12,009,071343
Block Group 1,Census Tract 713.44,Brevard County,1448,51.1,46648,,,12,009,071344
Block Group 2,Census Tract 713.44,Brevard County,1796,39.3,43725,,,12,009,071344
Block Group 3,Census Tract 713.44,Brevard County,1859,44.9,64500,,,12,009,071344
Block Group 1,Census Tract 713.45,Brevard County,2499,51.4,58478,,,12,009,071345
Block Group 2,Census Tract 713.45,Brevard County,2106,39.8,46563,,,12,009,071345
Block Group 3,Census Tract 713.45,Brevard County,2485,37.3,54405,,,12,009,071345
Block Group 1,Census Tract 713.46,Brevard County,2923,39.6,99868,,,12,009,071346
Block Group 2,Census Tract 713.46,Brevard County,1739,42.1,89350,,,12,009,071346
Block Group 3,Census Tract 713.46,Brevard County,2684,27.9,63962,,,12,009,071346
Block Group 1,Census Tract 713.47,Brevard County,862,58.3,-666666666,,,12,009,071347
Block Group 2,Census Tract 713.47,Brevard County,2634,32.3,-666666666,,,12,009,071347
Block Group 3,Census Tract 713.47,Brevard County,3165,21.0,-666666666,,,12,009,071347
Block Group 1,Census Tract 713.48,Brevard County,2561,38.3,51124,,,12,009,071348
Block Group 2,Census Tract 713.48,Brevard County,5034,38.5,55870,,,12,009,071348
Block Group 1,Census Tract 713.49,Brevard County,3021,43.7,67711,,,12,009,071349
Block Group 2,Census Tract 713.49,Brevard County,1923,33.6,58729,,,12,009,071349
Block Group 1,Census Tract 713.50,Brevard County,2056,38.9,67407,,,12,009,071350
Block Group 2,Census Tract 713.50,Brevard County,1668,44.5,48636,,,12,009,071350
Block Group 3,Census Tract 713.50,Brevard County,1263,38.1,64750,,,12,009,071350
Block Group 1,Census Tract 713.51,Brevard County,2380,35.8,53832,,,12,009,071351
Block Group 2,Census Tract 713.51,Brevard County,1255,52.8,40270,,,12,009,071351
Block Group 1,Census Tract 713.52,Brevard County,363,71.3,31833,,,12,009,071352
Block Group 2,Census Tract 713.52,Brevard County,3562,60.0,62402,,,12,009,071352
Block Group 1,Census Tract 713.53,Brevard County,3294,38.9,116174,,,12,009,071353
Block Group 1,Census Tract 713.54,Brevard County,2537,43.8,91970,,,12,009,071354
Block Group 2,Census Tract 713.54,Brevard County,3448,52.5,130859,,,12,009,071354
Block Group 1,Census Tract 714.01,Brevard County,709,66.4,64926,,,12,009,071401
Block Group 2,Census Tract 714.01,Brevard County,670,36.3,42083,,,12,009,071401
Block Group 1,Census Tract 714.02,Brevard County,2001,30.4,37853,,,12,009,071402
Block Group 1,Census Tract 715,Brevard County,1269,54.6,67308,,,12,009,071500
Block Group 2,Census Tract 715,Brevard County,1177,65.1,57896,,,12,009,071500
Block Group 1,Census Tract 716.01,Brevard County,1812,41.5,51147,,,12,009,071601
Block Group 1,Census Tract 716.02,Brevard County,1684,35.4,70343,,,12,009,071602
Block Group 2,Census Tract 716.02,Brevard County,423,76.4,44432,,,12,009,071602
Block Group 3,Census Tract 716.02,Brevard County,310,72.0,47574,,,12,009,071602
Block Group 1,Census Tract 717,Brevard County,637,58.1,34917,,,12,009,071700
Block Group 2,Census Tract 717,Brevard County,1114,55.2,93571,,,12,009,071700
Block Group 3,Census Tract 717,Brevard County,791,60.3,90469,,,12,009,071700
Block Group 4,Census Tract 717,Brevard County,2893,63.9,59514,,,12,009,071700
Block Group 1,Census Tract 9800,Brevard County,0,-666666666.0,-666666666,,,12,009,980000
Block Group 1,Census Tract 9801,Brevard County,0,-666666666.0,-666666666,,,12,009,980100
Block Group 0,Census Tract 9900,Brevard County,0,-666666666.0,-666666666,,,12,009,990000
Block Group 1,Census Tract 1.01,Duval County,678,54.5,-666666666,,,12,031,000101
Block Group 2,Census Tract 1.01,Duval County,1961,52.2,34284,,,12,031,000101
Block Group 1,Census Tract 1.02,Duval County,1917,41.8,49153,,,12,031,000102
Block Group 2,Census Tract 1.02,Duval County,1570,29.0,17982,,,12,031,000102
Block Group 1,Census Tract 2,Duval County,626,31.7,32500,,,12,031,000200
Block Group 2,Census Tract 2,Duval County,918,44.6,31938,,,12,031,000200
Block Group 3,Census Tract 2,Duval County,893,25.6,14613,,,12,031,000200
Block Group 1,Census Tract 3,Duval County,1064,34.0,21827,,,12,031,000300
Block Group 2,Census Tract 3,Duval County,521,41.8,33906,,,12,031,000300
Block Group 3,Census Tract 3,Duval County,513,32.3,25673,,,12,031,000300
Block Group 1,Census Tract 6,Duval County,1302,52.7,93733,,,12,031,000600
Block Group 2,Census Tract 6,Duval County,1670,30.2,10038,,,12,031,000600
Block Group 3,Census Tract 6,Duval County,358,48.7,61250,,,12,031,000600
Block Group 4,Census Tract 6,Duval County,497,48.6,44018,,,12,031,000600
Block Group 5,Census Tract 6,Duval County,1901,29.6,46180,,,12,031,000600
Block Group 1,Census Tract 7,Duval County,1197,44.4,80000,,,12,031,000700
Block Group 2,Census Tract 7,Duval County,1570,35.9,168281,,,12,031,000700
